BSN,Batch Name,Vendor Filename,Submitted,Sent to Vendor,Returned from Vendor,Loaded to Aleph
004123987NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004124050NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004190526NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004225867NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004225871NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004225873NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004225874NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226448NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226452NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226672NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226675NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226676NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226678NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
004226680NYU01,tp_20160121_bk_gre_14r,D160208.T110602.GRK_14r_mod.mrc,2016-04-06_20:03:34,2016-04-06_20:04:10,2016-04-06_20:09:31,2016-04-06_20:17:25
003813763NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
003989782NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004018840NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004022002NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004022063NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004022117NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004041801NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004041926NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051679NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051680NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051685NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051735NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051736NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051740NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051743NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051754NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051757NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051759NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051760NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004051792NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004086978NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004086998NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087026NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087045NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087046NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087050NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087060NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087062NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087070NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087081NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087092NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087117NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087167NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004087177NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119750NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119757NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119786NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119793NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119806NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119854NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119882NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119883NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119898NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119899NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119906NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119907NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119936NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119951NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119957NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004119959NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004133537NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004133541NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149533NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149545NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149548NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149551NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149553NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149556NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149570NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149571NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149572NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149576NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149586NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149588NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149589NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149609NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149613NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149617NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149623NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149632NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149651NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149655NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149656NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149659NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149663NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149664NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149666NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149668NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149669NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149688NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004149689NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159611NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159678NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159705NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159727NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159737NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159786NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159794NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159934NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159939NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159942NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159945NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159949NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159961NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159993NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159996NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004159997NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004160000NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004160025NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202309NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202310NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202321NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202328NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202333NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202341NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202343NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202353NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202354NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202355NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202356NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202357NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202364NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202365NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202366NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202369NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202371NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202376NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202394NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202395NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202405NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202408NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202410NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202413NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202422NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202423NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202424NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202427NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202440NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202445NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202450NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202458NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202463NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202467NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202470NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202481NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202483NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202492NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202496NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202497NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202498NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202501NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202511NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202535NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202540NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202543NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202547NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202548NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202549NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202550NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202551NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202552NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202553NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202554NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202555NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202556NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202557NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202558NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202561NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202575NYU01,tp_20160219_bk_per_273r,,2016-04-06_20:33:13,2016-04-06_20:34:19,,
004202577NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
004202578NYU01,tp_20160219_bk_per_273r,zyu_20160318_25_arabic_records_techpro_sample_per.mrc,2016-04-06_20:33:13,2016-04-06_20:34:19,2016-04-06_20:35:00,
